HomeDetailID,PolicyID,PropertyAddress,PropertyType,PropertyValue,SquareFootage,YearBuilt,ConstructionType,RoofType,SecuritySystem,FloodZone
2791,56247,"554 Rebecca Pines, Youngfort",Apartment,734097.94,3306,1999,Steel,,1,1
2792,56418,"043 Ortega Greens Apt. 147, Virginiabury",Single-Family,589165.47,2780,2023,Steel,,0,0
2793,56435,"389 Gene Circles, Andrewshire",Townhouse,166906.79,2872,2014,Wood,,1,0
2794,56439,"347 Vaughn Heights Suite 758, Danielleborough",Multi-Family,447804.98,4993,2016,Steel,,0,0
2795,56458,"5338 John Mills, Hortonbury",Multi-Family,180864.0,1414,1966,Steel,,1,1
2796,56511,"0164 Steven Isle, New Ryanhaven",Condo,719586.9,4937,1967,Steel,,0,0
2797,56534,"89380 Diane Inlet, East Ebonyport",Condo,572096.18,980,2019,Concrete,,1,0
2798,56535,"08210 Lane Green Apt. 497, New Samantha",Multi-Family,684471.49,2660,2007,Concrete,,1,1
2799,56581,"0211 Matthew Gardens, Ruizmouth",Condo,391428.45,2944,1963,Steel,,1,0
2800,56605,"0888 Oscar Courts Apt. 137, West Debramouth",Townhouse,160869.02,2229,2004,Steel,,0,1
2801,56610,"159 Holly View Apt. 167, South Hayden",Townhouse,584441.84,3684,1969,Brick,,0,1
2802,56652,"571 Sampson Crossing, Lisafurt",Townhouse,749133.27,863,1978,Concrete,,0,0
2803,56655,"814 Webb Locks, Carrollfurt",Condo,538521.84,4280,1967,Concrete,,1,1
2804,56669,"57971 Brewer Loop Apt. 533, Lake Sarah",Single-Family,463217.91,3296,1952,Brick,,1,1
2805,56700,"686 Steve Camp Suite 182, New Sabrinamouth",Townhouse,434569.07,3656,2023,Steel,,1,1
2806,56731,"3204 Paul Fields, South Keithville",Condo,746099.42,1092,1976,Wood,,0,1
2807,56751,"296 Horn Row, Port Jacquelineport",Single-Family,241787.96,1973,1950,Steel,,0,1
2808,56768,"33401 Rachael Via, Braytown",Single-Family,325059.43,3403,2017,Wood,,1,0
2809,56774,"17199 Day Gateway, Prattport",Single-Family,586764.53,4560,2000,Brick,,1,1
2810,56776,"71244 Wesley Motorway Apt. 851, Paulbury",Condo,248122.46,2419,1951,Wood,,0,0
2811,56791,"23005 Ashley Ranch, Lindsaychester",Condo,509809.84,2541,1961,Brick,,0,0
2812,56819,"04740 Christopher Views, West Mark",Townhouse,680194.95,2160,2001,Steel,,1,1
2813,56837,"7644 Kayla Shoals Suite 258, Lake Josephstad",Townhouse,407432.83,1076,1992,Brick,,1,1
2814,56863,"974 Michael Mission Suite 218, East Tina",Single-Family,515195.37,2391,1996,Brick,,0,0
2815,56870,"70049 Lauren Field, South Sandramouth",Apartment,530549.48,4570,1962,Brick,,1,1
2816,56889,"9230 Rivera Views Suite 770, Natashamouth",Multi-Family,164436.22,2339,2008,Wood,,1,1
2817,56922,"07548 Melissa Knoll, Coreyport",Multi-Family,236477.63,1835,1990,Wood,,0,1
2818,56934,"2964 Teresa Skyway Apt. 055, Lake Kellyview",Townhouse,425793.77,4855,2016,Concrete,,0,0
2819,56939,"30649 Cameron Drive, Lake Katherine",Condo,349687.83,2743,2025,Wood,,1,0
2820,56970,"55386 Pamela Crest, East Sandrahaven",Condo,247536.61,2834,1986,Wood,,0,1
2821,57000,"49517 Joseph Burgs Apt. 431, Benjaminstad",Multi-Family,485249.51,4817,1983,Steel,,1,0
2822,57007,"969 Johnson Courts, Lesterton",Condo,482171.3,2976,1978,Brick,,0,1
2823,57036,"88001 Garner Drives, Campbellfurt",Single-Family,299917.91,1541,2020,Wood,,0,0
2824,57045,"1286 Neal Lane, New Samanthahaven",Apartment,753977.36,864,2016,Steel,,0,1
2825,57050,"88039 Kristin Forest Apt. 111, South Terrychester",Apartment,628197.09,3056,2024,Steel,,1,1
2826,57108,"7095 Gloria Ports Suite 603, East Jeremyside",Townhouse,245014.81,2517,1968,Wood,,1,1
2827,57113,"015 Estrada Roads Apt. 953, Cervantesberg",Townhouse,153157.65,3303,1995,Brick,,1,0
2828,57117,"7625 Gerald Garden, Frenchport",Single-Family,564162.9,2910,1957,Concrete,,0,1
2829,57148,"4273 Miller Club, West Madisonburgh",Single-Family,390301.61,3841,1967,Steel,,1,1
2830,57153,"53500 Sanchez Circle Apt. 313, West Kenneth",Townhouse,352898.42,1588,1956,Brick,,1,0
2831,57160,"731 Mary Roads Apt. 783, West Fernandoville",Townhouse,736271.48,4746,1987,Wood,,1,1
2832,57161,"5303 Alexandra Well, East Timothyberg",Apartment,578850.98,2495,2004,Concrete,,0,1
2833,57173,"708 Rivera Knolls, Lesliechester",Single-Family,573478.14,2428,2022,Steel,,0,0
2834,57182,"67646 Steven Ferry Apt. 584, Port Oscar",Townhouse,351897.73,4785,2001,Concrete,,0,1
2835,57193,"7386 Wilson Summit Apt. 477, East Kelly",Condo,784045.68,3828,1954,Steel,,1,0
2836,57219,"85049 Elizabeth Trafficway Apt. 711, Port Susan",Multi-Family,654880.04,4833,2003,Wood,,1,1
2837,57222,"490 Molina Glen Apt. 756, Michealshire",Apartment,546508.36,3597,1975,Steel,,1,0
2838,57241,"0988 Ramos Streets Suite 391, East Matthewville",Multi-Family,233932.75,2195,1958,Steel,,1,1
2839,57246,"65991 Montgomery Forge, Scotthaven",Condo,616696.39,1305,1964,Steel,,0,1
2840,57258,"37104 Cody Stravenue Apt. 900, Graveston",Apartment,500251.49,4101,2009,Steel,,1,1
2841,57271,"423 Glass Ridge Apt. 540, Robertside",Multi-Family,748600.43,964,2002,Steel,,0,0
2842,57272,"125 Phillip Skyway Apt. 465, Melodyside",Condo,338033.36,1819,1992,Steel,,0,1
2843,57288,"7251 Julie Overpass Suite 345, Willisstad",Multi-Family,736384.12,4306,2025,Wood,,0,0
2844,57301,"552 Holly Squares, East Vanessa",Single-Family,708689.3,1010,2003,Steel,,0,0
2845,57332,"16957 Catherine Via Suite 580, North Zachary",Multi-Family,337761.85,3468,1977,Concrete,,0,0
2846,57422,"199 Joseph Knolls, East Susanmouth",Apartment,230851.52,2027,1972,Steel,,0,0
2847,57438,"28752 Ruiz Turnpike Suite 260, Lake John",Single-Family,735131.25,1872,2008,Steel,,0,1
2848,57490,"4230 Anthony Throughway Apt. 201, South Darrell",Townhouse,646660.11,3859,2021,Brick,,1,0
2849,57491,"816 Marilyn Hill, East Joelmouth",Townhouse,443847.62,2096,2006,Steel,,0,0
2850,57494,"9385 Curtis Stream Suite 593, Morganside",Townhouse,724490.94,3464,1986,Concrete,,1,0
2851,57516,"5760 Lewis Lodge Suite 770, Port Alfred",Single-Family,575033.59,2945,1991,Concrete,,1,1
2852,57550,"3370 Roberts Cliffs, Port Erinmouth",Condo,266261.41,1235,1968,Steel,,0,0
2853,57578,"945 Olson Row, Mariafort",Apartment,381829.2,1339,2002,Concrete,,1,0
2854,57586,"1032 Joseph Highway Apt. 050, Angelaside",Townhouse,242460.4,3795,1969,Concrete,,1,0
2855,57592,"957 Kimberly Wells Apt. 045, Gabrielton",Multi-Family,296346.59,4467,1960,Wood,,0,0
2856,57601,"35269 Lisa Field, Judyburgh",Apartment,450353.4,2203,1968,Wood,,0,0
2857,57631,"5359 Farrell Unions, West Kevin",Townhouse,239637.94,2998,1967,Brick,,0,0
2858,57644,"85911 Mendoza Mountains, Robinmouth",Multi-Family,614697.34,986,1988,Steel,,0,0
2859,57652,"4370 Wallace Brooks, Morenoland",Apartment,352536.66,1735,1974,Steel,,0,0
2860,57654,"540 Hardy Motorway Apt. 354, Blackwellside",Multi-Family,637996.76,3805,1993,Concrete,,1,1
2861,57670,"911 David Lodge Suite 660, North Kevin",Apartment,558143.97,3291,1955,Wood,,0,0
2862,57689,"5506 Michael Hollow Apt. 902, Lake Melissaland",Townhouse,748506.03,3512,2007,Steel,,0,1
2863,57724,"66370 Justin Plain, Woodshire",Apartment,520654.24,1514,2020,Steel,,1,1
2864,57730,"2972 Cox Gardens Apt. 986, East Jeannefort",Apartment,436503.22,2557,1990,Brick,,1,1
2865,57738,"117 John Wells, Kristieborough",Condo,536139.29,4691,1986,Brick,,0,1
2866,57748,"936 Chandler Port Apt. 866, Ramirezton",Townhouse,463589.33,4715,1970,Steel,,0,0
2867,57791,"250 Hobbs Club Apt. 949, West Sherriport",Apartment,533234.19,3956,1994,Concrete,,1,1
2868,57808,"6953 Wade Ports Suite 094, North Kaylabury",Townhouse,260969.79,4510,2011,Wood,,1,1
2869,57825,"872 Williamson Row, Brandyburgh",Single-Family,514806.75,4589,2017,Steel,,1,1
2870,57827,"99510 Nguyen Brooks Suite 815, North Hailey",Multi-Family,321144.12,910,1959,Brick,,1,0
2871,57840,"72288 Reid Unions Suite 979, Debraton",Apartment,435791.83,1339,1971,Concrete,,0,1
2872,57863,"141 Bailey Causeway, Griffithside",Apartment,209584.47,2750,2004,Concrete,,1,0
2873,57891,"03537 George Inlet, North Joshua",Single-Family,305800.59,3731,1957,Concrete,,1,1
2874,57893,"7110 Jacob Wall Apt. 059, North Brian",Apartment,284316.16,3785,2024,Wood,,0,0
2875,57937,"706 Murphy Circle Apt. 155, Codystad",Condo,751982.94,1270,2019,Concrete,,1,1
2876,57969,"8910 Danny Roads, Port Tammy",Apartment,449658.82,4668,1984,Brick,,0,1
2877,57994,"20323 Nicole Branch Suite 723, Lake Christina",Single-Family,226306.94,4604,1963,Brick,,1,0
2878,58008,"75898 Jonathan Plains Suite 599, North Annamouth",Apartment,402198.74,2616,1975,Wood,,1,0
2879,58020,"0543 Daniel Run Suite 343, Brockport",Single-Family,738310.62,989,2004,Concrete,,1,1
2880,58033,"5152 Gomez Green Suite 872, Lake Edward",Townhouse,723490.63,1348,2006,Brick,,0,0
2881,58037,"2212 Timothy Lane, Lake Jerrychester",Condo,771209.03,3517,1984,Steel,,0,1
2882,58046,"937 Todd Course, East Jimmyfurt",Apartment,798313.48,4401,1962,Steel,,1,1
2883,58056,"2592 Jerry Station Apt. 344, East Raymondburgh",Single-Family,615793.15,4466,1976,Concrete,,0,0
2884,58069,"8264 Daniels Cliffs Apt. 212, Escobarstad",Single-Family,763268.13,1429,1961,Steel,,1,0
2885,58122,"523 Robinson Ports Apt. 075, Schultzshire",Condo,604803.03,4830,1989,Wood,,0,0
2886,58185,"82078 Debbie Crest, West Robinland",Apartment,183709.0,1421,2007,Brick,,0,0
2887,58195,"8629 Knight Shoals Suite 011, Lake Markmouth",Apartment,567528.35,4909,1983,Brick,,0,1
2888,58197,"7390 Tammy Road Apt. 984, Lake Amandamouth",Condo,180367.83,4981,2012,Wood,,0,1
2889,58205,"72319 Stephanie Ridges Apt. 784, South Jason",Apartment,457894.16,3591,1967,Brick,,1,0
2890,58209,"73387 Austin Glens Apt. 543, Hartshire",Condo,741825.03,4642,1987,Brick,,0,0
2891,58213,"157 Lawrence Cape Suite 361, Higginsshire",Multi-Family,603425.82,4509,2015,Steel,,1,0
2892,58220,"0203 Huffman Hill, Frankland",Single-Family,298306.95,3790,2005,Concrete,,0,0
2893,58222,"7146 Martin Point Apt. 874, Birdburgh",Townhouse,570001.53,1833,1972,Concrete,,0,1
2894,58251,"36275 Mcdowell Junction Apt. 171, East Bryan",Single-Family,338023.98,4527,2023,Wood,,1,0
2895,58261,"1607 Brian Street Apt. 125, Kimberlyberg",Condo,791647.27,3962,1952,Brick,,0,0
2896,58262,"09452 Anderson Burg, East Patrickmouth",Single-Family,341729.07,1282,1963,Wood,,0,1
2897,58276,"8514 Brittany Lane, Sabrinabury",Multi-Family,562714.9,1645,1975,Wood,,0,0
2898,58286,"939 William Ford, Martinezfurt",Single-Family,162682.25,4745,1994,Concrete,,0,1
2899,58294,"3314 Diaz Junction Apt. 236, Lake Ryanhaven",Single-Family,755411.86,3508,1998,Brick,,1,0
2900,58297,"4349 Jonathan Mountain Apt. 866, New Jesseland",Condo,463655.61,955,1984,Steel,,0,1
2901,58312,"181 Tran Lakes Apt. 639, Aaronmouth",Condo,724976.82,1084,1985,Steel,,0,0
2902,58317,"103 Ruiz Expressway, Louisport",Condo,351463.68,3197,1998,Steel,,1,0
2903,58347,"8211 Crosby Manors Suite 441, Rowlandshire",Single-Family,602369.59,2401,1984,Brick,,0,1
2904,58369,"17674 Johnson Island Apt. 534, North Mark",Apartment,295853.74,3864,1984,Brick,,0,1
2905,58370,"53844 Monica Villages Apt. 342, West Phyllismouth",Multi-Family,292836.45,4618,1981,Brick,,0,0
2906,58421,"159 Turner Rapids Suite 723, Mitchellstad",Multi-Family,663802.31,1668,1955,Steel,,0,1
2907,58430,"150 Green Mountain Apt. 319, Sydneyport",Townhouse,299403.71,2430,1989,Concrete,,0,0
2908,58476,"22953 Bowman Flats, Lake Dustin",Multi-Family,499794.74,3989,1987,Concrete,,1,1
2909,58478,"545 Valentine Rue, Port Joshua",Condo,579520.46,3543,1980,Wood,,1,0
2910,58483,"9103 John Ville Apt. 900, Rosefurt",Single-Family,670449.94,2637,1959,Concrete,,1,1
2911,58488,"7710 Fields Street Suite 884, East Theresa",Apartment,296632.83,1782,1983,Steel,,0,1
2912,58493,"132 Yoder Road, Jessicabury",Single-Family,407405.63,4248,2013,Wood,,1,1
2913,58502,"713 Austin Throughway Suite 797, Carolynport",Multi-Family,172658.39,3524,2016,Steel,,0,0
2914,58525,"342 Richard Summit, Coreyborough",Condo,751555.38,3651,1969,Concrete,,1,0
2915,58530,"0902 Randy Pass, West Kaylaside",Apartment,697726.81,2005,2008,Brick,,0,0
2916,58564,"1495 Thomas Gardens, Tiffanyhaven",Single-Family,271047.06,1211,1963,Wood,,0,1
2917,58576,"482 Brady Land Suite 082, Port Lisa",Condo,476460.59,1198,2018,Wood,,1,1
2918,58606,"108 Lang Coves, Cruzland",Multi-Family,585061.79,1342,1953,Steel,,1,1
2919,58608,"08437 Melissa Ports Suite 234, South Emilyton",Condo,502899.01,3906,2010,Steel,,1,1
2920,58623,"7978 Kenneth Viaduct, Lake Melvin",Condo,244405.15,1039,2010,Concrete,,0,0
2921,58634,"330 Bell Fords, Yvetteberg",Condo,618147.62,2167,1954,Steel,,0,1
2922,58669,"3616 James Shore, Annahaven",Condo,260638.16,2431,1953,Steel,,1,1
2923,58697,"31875 Chad Landing, South Timothy",Apartment,304989.06,4041,2010,Steel,,1,0
2924,58700,"7473 Christina Creek Apt. 794, New Nicholas",Townhouse,752921.8,1220,1984,Wood,,1,0
2925,58705,"3942 Tucker Oval Apt. 896, Lindseychester",Apartment,417108.65,3251,1995,Concrete,,1,0
2926,58711,"046 Jackson Junctions, East Justinfort",Townhouse,254604.23,1567,2009,Brick,,0,1
2927,58740,"671 Kyle Turnpike Apt. 273, Dyerville",Single-Family,489240.09,4617,1967,Brick,,0,0
2928,58757,"889 Larson Walks Suite 879, North Justinview",Single-Family,548593.83,2124,2015,Wood,,1,0
2929,58785,"660 Barbara Street Suite 257, Barneschester",Multi-Family,186865.87,3207,1997,Wood,,1,0
2930,58813,"0152 Sharon Brooks, Matthewfurt",Townhouse,584750.99,2912,1988,Wood,,1,0
2931,58836,"3329 Carmen Mission, Wrightland",Townhouse,415940.25,1442,1974,Wood,,0,0
2932,58843,"901 Benjamin Forks Suite 606, West Richard",Multi-Family,784749.98,4843,1964,Steel,,0,1
2933,58857,"55124 Hall Mews, South Heather",Apartment,741495.43,1463,2000,Brick,,0,1
2934,58888,"60745 Todd Villages Suite 434, New Jimmychester",Condo,705442.52,2770,1979,Brick,,0,1
2935,58907,"64306 Shaw Square, Jamesfort",Apartment,632556.87,1921,2004,Concrete,,1,0
2936,58974,"26239 Kristie Park Apt. 970, Erinberg",Townhouse,482227.47,4319,1977,Wood,,1,1
2937,59040,"8426 Barton Drives Apt. 187, West Donnaberg",Apartment,456098.22,4993,1984,Brick,,1,1
2938,59045,"990 Patricia Loaf Apt. 193, Smithport",Townhouse,604342.5,1956,1988,Brick,,0,0
2939,59051,"83949 Micheal Course Suite 670, Webbton",Condo,788975.89,2589,1986,Concrete,,1,0
2940,59061,"3849 Ross Circle, Port Sherryside",Condo,623223.67,1047,1981,Brick,,1,1
2941,59076,"948 Marquez Mountain Apt. 364, South Kellyport",Single-Family,193021.15,1829,2003,Brick,,0,0
2942,59095,"434 Kayla Mission, North Michael",Apartment,561275.85,1310,1991,Steel,,1,0
2943,59187,"607 Robert Coves, Brownshire",Apartment,170393.14,3058,1976,Concrete,,1,1
2944,59207,"840 Justin Ranch, West Katie",Condo,249589.25,1606,1978,Wood,,1,0
2945,59233,"3276 Hall Flat, East Kimberly",Apartment,386305.23,3785,1985,Steel,,1,1
2946,59271,"519 Garza Mission, Lake Kennethchester",Townhouse,734910.96,2040,2007,Concrete,,0,0
2947,59274,"279 Weaver Dale Apt. 550, North Heather",Townhouse,172897.85,2643,2007,Concrete,,0,0
2948,59277,"09583 Brent Via Apt. 577, Victoriaton",Townhouse,413419.91,2039,1982,Concrete,,0,0
2949,59306,"6416 Reyes Fort Apt. 357, West Elizabeth",Single-Family,298561.32,4636,1962,Brick,,1,0
2950,59313,"9343 Pratt Light Apt. 923, Glassstad",Single-Family,727003.49,2286,2019,Wood,,1,1
2951,59325,"6268 Victoria Cape Apt. 353, North Jacob",Townhouse,451623.51,2343,1951,Concrete,,0,0
2952,59330,"1087 Jessica Springs, New Tammyland",Townhouse,301250.0,1131,1988,Brick,,1,1
2953,59332,"51073 Smith Trail, Morafurt",Townhouse,223238.67,2844,2020,Concrete,,0,1
2954,59350,"1103 Paul Forest, Chanfurt",Multi-Family,176431.43,1176,1977,Steel,,1,0
2955,59387,"4718 Dawn Junction Suite 172, Medinaberg",Townhouse,616053.25,3681,2025,Brick,,1,0
2956,59389,"3168 Eric Cliff Suite 166, Williamsborough",Multi-Family,365066.97,1909,2011,Concrete,,1,1
2957,59395,"642 Patel Curve Apt. 691, Raymondton",Multi-Family,286882.02,975,1997,Steel,,1,1
2958,59435,"065 Carter Ports Suite 786, Kristaburgh",Single-Family,486794.71,4180,1977,Wood,,0,0
2959,59450,"63403 Stacey Drives, Josefort",Townhouse,289357.11,4166,1950,Concrete,,0,0
2960,59460,"00690 Katherine Point Suite 297, South Kevin",Single-Family,732709.22,2065,1963,Concrete,,0,1
2961,59465,"6759 Gates Common, East Gerald",Single-Family,343346.46,4091,1959,Brick,,1,1
2962,59488,"327 Kristin Stream Suite 872, South Angelicatown",Apartment,234329.27,3263,1971,Steel,,0,0
2963,59497,"104 Horn Grove, Port Ryanstad",Single-Family,667070.37,1657,1971,Steel,,0,0
2964,59531,"17422 Wilson Brooks Suite 256, New Roberthaven",Condo,651750.94,845,2016,Steel,,0,1
2965,59585,"00983 Cox Branch, South Steven",Multi-Family,588634.96,4618,1990,Brick,,1,1
2966,59615,"85913 Stanley Club, Lake Ashley",Townhouse,716653.61,1339,2011,Brick,,1,1
2967,59629,"795 Shelley Shore, North Christophershire",Single-Family,447221.63,1490,2018,Brick,,1,1
2968,59648,"11469 Daniel Squares Suite 385, Melissafort",Multi-Family,233173.36,1815,1978,Wood,,1,1
2969,59653,"8942 Crawford Springs Apt. 905, Haletown",Apartment,605144.55,1101,1976,Wood,,0,1
2970,59663,"770 Robin Hill, South Kennethberg",Townhouse,273664.14,1750,1960,Concrete,,1,0
2971,59670,"8662 Jesse Cliff Apt. 984, Faithton",Townhouse,625953.72,4369,2017,Concrete,,0,0
2972,59679,"5494 Kathy Cape Apt. 638, Calderonfurt",Apartment,687208.06,3076,2014,Steel,,0,0
2973,59688,"9347 Jose Prairie, Andreaside",Multi-Family,203913.89,3590,2010,Steel,,0,0
2974,59694,"82740 Diana Forks, New Michealfurt",Single-Family,550680.02,4414,2005,Steel,,0,1
2975,59709,"4584 Krista Mount Apt. 794, Brianland",Multi-Family,595402.26,2263,1958,Brick,,0,0
2976,59739,"378 Good Loaf, Coreyburgh",Townhouse,381411.93,4298,2024,Concrete,,1,1
2977,59756,"81494 Mitchell Mountains Suite 140, Brianmouth",Apartment,183226.71,1000,1980,Brick,,1,0
2978,59760,"698 Reed Turnpike Suite 742, Port Rickyhaven",Condo,750862.28,1036,1996,Brick,,1,0
2979,59761,"0164 Kathy Meadows Suite 361, West Tanyaport",Apartment,596282.59,2253,1969,Concrete,,1,0
2980,59776,"3739 Darlene Locks, Lake Barbara",Single-Family,382080.1,4158,1993,Steel,,1,0
2981,59782,"15059 Sandra Glens Apt. 017, Tomshire",Condo,641437.23,4867,1977,Concrete,,1,0
2982,59806,"20240 Joseph Track Apt. 436, Ethanstad",Multi-Family,158312.22,4460,1965,Wood,,1,1
2983,59897,"2668 Brown Freeway Suite 543, Dannyville",Condo,401625.11,4620,1958,Brick,,1,0
2984,59906,"446 Alicia Ferry, New Billy",Condo,381985.52,3226,2015,Wood,,1,1
2985,59908,"914 Melissa Plaza Suite 040, Tanyatown",Single-Family,377993.62,4991,1989,Wood,,1,0
2986,59910,"890 Santiago Tunnel Apt. 184, Tonyhaven",Multi-Family,645911.21,2983,1967,Concrete,,1,0
2987,59939,"1224 Pamela Mountains Suite 352, East Amanda",Condo,339685.23,1065,1989,Brick,,0,0
2988,59956,"3534 Rogers Harbor, Danielbury",Single-Family,501439.35,1610,1972,Concrete,,1,0
2989,60000,"1026 Henry Court Apt. 967, Port Kevinville",Condo,653755.07,3519,1972,Wood,,1,0
2990,60020,"234 Brown Springs Apt. 813, East Markborough",Townhouse,373162.55,3317,1953,Wood,,0,0
2991,60026,"631 Kelly Gateway Suite 980, North Amber",Townhouse,257670.1,1108,1979,Steel,,0,1
2992,60027,"172 Juan Parks Apt. 822, Port Deborah",Multi-Family,673450.75,4046,1989,Wood,,1,0
2993,60030,"923 Joel Station Apt. 481, North Regina",Multi-Family,606881.79,1460,2023,Concrete,,1,0
2994,60057,"47700 Rogers Bypass, Juliehaven",Multi-Family,607031.24,3931,2011,Wood,,0,1
2995,60077,"846 Shane Fields, New Thomaston",Multi-Family,699827.66,3455,1982,Brick,,0,0
2996,60080,"53688 Emily Summit Suite 447, Mataville",Townhouse,701039.28,1138,1988,Wood,,1,0
2997,60098,"2740 Williams Ferry, New Williamview",Condo,584627.15,1298,2023,Wood,,0,0
2998,60132,"16250 White Fords Suite 344, Joycestad",Single-Family,721005.01,4155,1955,Brick,,0,0
2999,60144,"5848 Bradley Turnpike, Port Adambury",Townhouse,758771.08,1900,1985,Wood,,0,1
3000,60145,"645 Elizabeth Expressway Suite 669, West Elizabeth",Apartment,260159.21,3314,1974,Concrete,,0,0
3001,60154,"06637 Cook Land Suite 517, Christianberg",Single-Family,538173.28,4992,1998,Wood,,0,1
3002,60159,"588 Christine Pass Apt. 119, Crawfordhaven",Apartment,420759.8,2520,1983,Wood,,0,1
3003,60162,"49578 Deborah Fork, East Jamesport",Apartment,472574.08,3591,1986,Wood,,1,0
3004,60176,"7260 Frye Field Suite 790, Thomasside",Apartment,580311.06,1011,1986,Steel,,0,0
3005,60177,"364 Brianna Overpass Suite 668, Colinshire",Townhouse,585922.22,2430,1955,Concrete,,0,0
3006,60181,"770 Amber Parkways Apt. 386, North Peggyshire",Single-Family,196002.36,1344,2021,Wood,,0,1
3007,60183,"143 Victoria Mount Suite 321, New Markberg",Multi-Family,685669.56,2856,1973,Brick,,1,0
3008,60188,"5092 Melvin Spur, New Taratown",Single-Family,752061.07,3443,1950,Steel,,0,0
3009,60246,"87760 Park Oval, New Ernestshire",Apartment,422760.62,4909,2020,Concrete,,0,0
3010,60249,"9158 Daniel Parkway, West Jennifer",Single-Family,346928.2,4629,1989,Wood,,1,1
3011,60264,"2375 Weeks Knolls, Mollychester",Single-Family,787959.13,4619,1953,Steel,,0,1
3012,60312,"92153 Adams Neck, West John",Multi-Family,199221.84,880,2022,Wood,,1,1
3013,60350,"44281 Miguel Street Apt. 610, Parkerport",Multi-Family,169352.46,4605,2012,Brick,,0,0
3014,60356,"296 Chavez Hill Apt. 310, Ericabury",Single-Family,246058.71,3017,2000,Wood,,0,1
3015,60357,"0544 Erica Springs, North Vicki",Single-Family,795450.78,1396,1961,Concrete,,1,0
3016,60364,"5390 Smith Centers Apt. 921, New Franklinborough",Multi-Family,447072.3,834,1995,Brick,,1,1
3017,60366,"59819 Hernandez Ridges Suite 685, North Andrewfurt",Multi-Family,567684.48,2217,2007,Concrete,,1,0
3018,60423,"63347 Olson Ville, East Seanburgh",Multi-Family,403215.8,2915,2003,Concrete,,1,0
3019,60464,"79806 Tracey Stravenue, North Sandra",Single-Family,592160.2,1765,1967,Concrete,,1,1
3020,60467,"1118 Sweeney Fall Suite 287, Katherinehaven",Apartment,785327.77,4755,1994,Brick,,0,1
3021,60492,"970 Rodriguez Court, West Joshuaview",Condo,305639.26,1889,1976,Steel,,0,1
3022,60508,"58285 Sean Path Apt. 570, Ellisburgh",Condo,159270.15,1934,2010,Brick,,1,1
3023,60535,"508 Robinson Mills Apt. 520, Port Cindy",Condo,355251.49,813,2019,Concrete,,1,1
3024,60574,"496 Savage Circles Suite 885, New Josephville",Single-Family,611054.47,4550,1980,Steel,,1,1
3025,60575,"711 Kelly Stream, New Jared",Single-Family,168732.35,2565,1999,Brick,,1,1
3026,60612,"42910 Felicia Springs, North Brianna",Townhouse,420162.03,2682,1956,Concrete,,1,0
3027,60657,"18022 Garza Crescent Apt. 634, Woodville",Condo,766042.16,3719,1980,Wood,,0,0
3028,60665,"915 Clinton Hill Apt. 584, East Ashley",Multi-Family,613339.07,2110,2023,Wood,,0,0
3029,60700,"92861 Robert Lodge, Port Sarafort",Apartment,728434.33,2253,1975,Steel,,1,0
3030,60724,"147 Melissa Courts Apt. 471, Smithfort",Single-Family,268475.66,4520,1995,Steel,,0,0
3031,60736,"4849 Nicholson Springs, Mercadofurt",Condo,232957.73,3400,2017,Steel,,1,0
3032,60740,"31166 Jacobs Manors, South Melindahaven",Townhouse,607010.86,4077,1953,Steel,,0,1
3033,60761,"57956 Patrick Plains Apt. 717, Tinaview",Condo,764597.39,3456,1989,Wood,,0,0
3034,60782,"389 Sanders Harbor Suite 500, Port Justin",Condo,267512.36,1365,1966,Brick,,0,0
3035,60810,"9233 Velez Pass Apt. 888, North Jennifer",Multi-Family,705791.53,2078,2000,Brick,,0,0
3036,60840,"969 Walker Shoals, West David",Single-Family,436291.53,2789,2009,Concrete,,0,0
3037,60852,"3858 Evans Keys, North Brittanyfort",Condo,581373.76,4496,1979,Brick,,1,1
3038,60864,"4552 Harold Walk, West Drewhaven",Apartment,721682.64,4030,1952,Brick,,1,1
3039,60900,"31469 Thompson Junction Suite 368, East Annhaven",Apartment,748595.89,3273,1983,Concrete,,0,0
3040,60907,"790 Clark Spring, Lake David",Apartment,394040.13,2561,2016,Brick,,1,0
3041,60924,"862 Andrew Spring Suite 795, Michaelburgh",Apartment,165222.7,1103,2007,Wood,,1,1
3042,60925,"0868 Jordan Forest Apt. 973, New Anthony",Single-Family,704983.81,1215,1964,Concrete,,1,1
3043,60928,"5884 Hodges Cliff Apt. 523, Port Jon",Multi-Family,200424.9,4420,2004,Brick,,0,0
3044,60951,"422 Moran Lodge Suite 413, West Alfredstad",Single-Family,638044.67,3808,1989,Brick,,1,1
3045,60995,"783 Gail Bypass, Jimenezport",Townhouse,222968.73,3535,2012,Wood,,0,1
3046,61016,"897 Barton Stravenue, Lake Randy",Single-Family,387341.85,2909,1973,Brick,,0,1
3047,61051,"6109 Woods Flats Suite 694, West Patricia",Apartment,671099.08,4963,1981,Concrete,,1,0
3048,61071,"251 Allen Drives, Singletonhaven",Apartment,186405.27,4270,2013,Brick,,0,0
3049,61130,"6710 Julie Crossroad, Port Jaimetown",Single-Family,304504.53,1011,1985,Steel,,1,0
3050,61146,"86569 Collier Parks, North Davidland",Apartment,262313.23,1416,1968,Concrete,,0,0
3051,61164,"02872 Victoria Radial Apt. 094, Lake Samanthaborough",Condo,287957.45,4943,1973,Steel,,1,0
