SnapshotID,EmployeeID,SnapshotDateKey,DepartmentID,JobRoleID,LocationID,ManagerID,MonthlySalary,Bonus,OvertimeHours,SickDays,TrainingHours,PerformanceID,DistanceFromHome,JobSatisfaction,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
15752,353,20250301,4,3,1,32.0,16877.4,2346.13,19.86,4,6,67,5,3,2,0,3
15753,353,20250401,4,3,1,32.0,23182.04,2389.96,18.97,1,9,95,45,1,1,3,1
15754,353,20250501,4,3,1,32.0,11457.08,951.89,13.33,3,37,76,2,1,2,4,1
15755,353,20250601,4,3,1,32.0,15911.69,1628.27,7.33,5,39,30,15,2,1,0,1
15756,353,20250701,4,3,1,32.0,16786.5,920.64,15.12,4,4,48,49,2,2,5,1
15757,353,20250801,4,3,1,32.0,15920.34,943.19,10.71,1,38,66,29,3,3,5,1
15758,353,20250901,4,3,1,32.0,24939.8,1693.33,4.42,1,37,31,9,4,1,0,2
15759,353,20251001,4,3,1,32.0,21600.35,1603.55,12.21,0,0,14,43,3,4,2,1
15760,353,20251101,4,3,1,32.0,22963.55,3383.79,10.46,1,12,45,6,1,3,5,1
15761,353,20251201,4,3,1,32.0,19203.75,2180.65,9.09,1,6,21,26,4,3,3,0
15762,354,20230801,3,1,3,23.0,15392.04,1978.36,6.21,4,29,82,34,1,4,0,2
15763,354,20230901,3,1,3,23.0,22855.62,2882.88,9.95,2,23,69,13,4,3,2,0
15764,354,20231001,3,1,3,23.0,24184.27,2618.43,15.55,5,5,94,34,4,3,3,1
15765,354,20231101,3,1,3,23.0,23259.24,3429.45,11.91,1,16,35,35,1,3,5,1
15766,354,20231201,3,1,3,23.0,7490.64,488.07,13.29,3,4,33,43,2,3,1,1
15767,354,20240101,3,1,3,23.0,7249.52,444.72,18.5,4,25,82,36,2,1,0,3
15768,354,20240201,3,1,3,23.0,10079.19,776.25,1.43,4,38,94,7,3,3,3,0
15769,354,20240301,3,1,3,23.0,13033.14,792.84,4.64,2,35,1,20,1,4,2,0
15770,354,20240401,3,1,3,23.0,10564.93,1436.07,9.32,4,6,43,24,1,1,4,2
15771,354,20240501,3,1,3,23.0,16225.02,1231.26,5.12,5,11,88,28,1,3,3,3
15772,354,20240601,3,1,3,23.0,14936.66,1263.91,11.8,0,7,7,3,2,1,1,1
15773,354,20240701,3,1,3,23.0,24530.13,2730.29,19.73,0,14,95,14,4,3,4,1
15774,354,20240801,3,1,3,23.0,8015.32,990.82,10.34,3,17,89,5,3,4,0,1
15775,354,20240901,3,1,3,23.0,6522.26,564.47,18.35,3,35,23,15,4,2,5,3
15776,354,20241001,3,1,3,23.0,13250.22,1379.16,10.52,5,37,19,43,1,1,1,2
15777,354,20241101,3,1,3,23.0,20293.79,1187.25,11.2,1,23,10,37,3,3,2,3
15778,354,20241201,3,1,3,23.0,9400.81,831.85,11.38,3,17,38,21,3,3,3,2
15779,354,20250101,3,1,3,23.0,8285.02,999.38,1.89,5,11,75,18,4,3,2,3
15780,354,20250201,3,1,3,23.0,16193.32,1943.7,19.9,1,17,1,30,4,2,2,1
15781,354,20250301,3,1,3,23.0,22158.53,2223.16,6.64,5,6,54,25,1,1,3,2
15782,354,20250401,3,1,3,23.0,15242.52,1805.71,16.14,0,19,60,31,4,2,4,3
15783,354,20250501,3,1,3,23.0,23876.48,2786.28,12.46,2,3,64,14,2,3,1,2
15784,354,20250601,3,1,3,23.0,23885.37,2215.29,11.63,1,10,95,20,1,4,4,0
15785,354,20250701,3,1,3,23.0,20782.05,1586.5,7.08,5,17,93,50,2,1,1,1
15786,354,20250801,3,1,3,23.0,7907.55,509.9,16.46,4,5,75,11,3,3,4,1
15787,354,20250901,3,1,3,23.0,16907.15,2255.32,14.52,0,36,13,22,3,3,4,0
15788,354,20251001,3,1,3,23.0,18754.36,1734.7,12.36,5,28,87,2,3,3,0,2
15789,354,20251101,3,1,3,23.0,13345.73,1038.01,5.31,5,9,19,27,2,1,0,0
15790,354,20251201,3,1,3,23.0,21765.92,1518.99,19.97,5,20,93,29,3,3,4,0
15791,355,20240801,5,5,4,36.0,6177.51,717.28,7.92,4,25,98,9,1,2,4,0
15792,355,20240901,5,5,4,36.0,24675.66,1549.43,13.35,0,26,70,28,1,2,5,2
15793,355,20241001,5,5,4,36.0,19025.0,2495.36,1.02,5,36,40,1,1,2,3,3
15794,355,20241101,5,5,4,36.0,19872.89,2680.98,11.42,1,26,38,47,1,1,0,3
15795,355,20241201,5,5,4,36.0,12025.28,708.34,18.3,4,20,83,4,2,1,0,0
15796,355,20250101,5,5,4,36.0,8471.61,836.01,14.95,0,23,44,20,2,2,4,1
15797,355,20250201,5,5,4,36.0,9121.3,959.18,1.82,0,27,9,24,3,2,0,0
15798,355,20250301,5,5,4,36.0,15528.58,1414.64,5.33,1,4,73,3,4,1,3,0
15799,355,20250401,5,5,4,36.0,9432.06,873.51,8.77,2,24,17,29,4,4,1,0
15800,355,20250501,5,5,4,36.0,21266.32,2527.12,6.92,5,27,39,16,2,3,0,2
15801,355,20250601,5,5,4,36.0,12249.6,705.26,6.43,0,17,22,46,2,1,2,0
15802,355,20250701,5,5,4,36.0,18117.59,1428.0,4.31,2,39,56,45,1,3,2,1
15803,355,20250801,5,5,4,36.0,11082.35,688.56,14.71,4,37,63,47,2,1,1,0
15804,355,20250901,5,5,4,36.0,23890.56,2256.15,15.57,4,32,40,21,4,3,2,0
15805,355,20251001,5,5,4,36.0,10459.97,685.07,9.13,3,14,67,6,3,4,1,1
15806,355,20251101,5,5,4,36.0,13602.6,2001.32,12.89,5,12,82,2,3,4,1,1
15807,355,20251201,5,5,4,36.0,22154.25,1408.74,14.9,4,36,93,40,2,1,2,0
15808,357,20240701,3,2,3,7.0,8973.08,1266.31,1.06,3,36,40,11,2,4,4,2
15809,357,20240801,3,2,3,7.0,19315.84,1928.72,19.76,2,21,75,23,4,3,0,2
15810,357,20240901,3,2,3,7.0,21254.24,3009.66,14.87,0,21,84,5,1,1,1,0
15811,357,20241001,3,2,3,7.0,23570.71,1645.39,18.87,4,16,18,18,2,4,1,1
15812,357,20241101,3,2,3,7.0,9625.08,1181.75,17.59,0,23,5,23,2,4,0,2
15813,357,20241201,3,2,3,7.0,11354.64,1603.37,12.04,1,1,82,13,3,2,2,0
15814,357,20250101,3,2,3,7.0,8066.79,1100.69,0.64,0,8,53,12,1,1,1,1
15815,357,20250201,3,2,3,7.0,15922.96,2081.05,16.59,4,19,2,3,1,4,5,2
15816,357,20250301,3,2,3,7.0,14342.09,2029.21,11.09,1,32,30,9,3,4,4,3
15817,357,20250401,3,2,3,7.0,11269.35,1679.33,17.02,1,11,14,23,1,2,1,2
15818,357,20250501,3,2,3,7.0,16434.35,2047.45,14.09,0,29,88,33,4,3,5,1
15819,357,20250601,3,2,3,7.0,16918.88,2434.09,19.67,0,37,8,50,1,2,3,2
15820,357,20250701,3,2,3,7.0,8476.71,706.05,3.21,0,19,25,43,2,3,5,1
15821,357,20250801,3,2,3,7.0,9295.08,539.09,19.22,2,30,63,17,1,4,3,1
15822,357,20250901,3,2,3,7.0,23544.33,1422.39,19.17,3,34,43,21,4,3,5,1
15823,357,20251001,3,2,3,7.0,23555.96,2348.0,16.61,5,40,8,41,3,1,4,1
15824,357,20251101,3,2,3,7.0,20599.74,1195.02,1.85,4,11,31,7,1,2,5,2
15825,357,20251201,3,2,3,7.0,10148.75,1124.69,3.13,3,40,51,40,3,4,3,0
15826,358,20200101,1,5,2,30.0,15162.02,1502.95,4.58,3,1,94,34,2,2,2,1
15827,358,20200201,1,5,2,30.0,13533.13,1668.48,0.41,3,40,11,48,1,3,1,3
15828,358,20200301,1,5,2,30.0,9278.3,829.33,6.12,5,20,90,26,2,4,5,2
15829,358,20200401,1,5,2,30.0,12549.89,1741.41,2.15,1,9,98,28,2,4,2,3
15830,358,20200501,1,5,2,30.0,17781.09,1940.38,7.95,3,12,39,30,2,4,1,2
15831,358,20200601,1,5,2,30.0,9885.98,561.35,1.36,3,35,49,37,3,4,3,1
15832,358,20200701,1,5,2,30.0,15905.65,2346.07,15.76,1,34,49,15,4,4,4,2
15833,358,20200801,1,5,2,30.0,18270.25,1357.83,4.71,3,11,60,3,1,3,4,1
15834,358,20200901,1,5,2,30.0,12366.76,1678.25,8.7,2,1,58,10,2,2,2,2
15835,358,20201001,1,5,2,30.0,6950.37,568.36,9.27,5,9,86,32,4,4,5,3
15836,358,20201101,1,5,2,30.0,6416.53,584.11,2.61,5,23,68,21,2,2,0,2
15837,358,20201201,1,5,2,30.0,5826.78,300.29,6.73,1,24,17,46,1,3,0,3
15838,358,20210101,1,5,2,30.0,15575.29,1100.04,0.79,5,27,8,28,2,3,4,2
15839,358,20210201,1,5,2,30.0,23441.94,1397.13,5.75,4,18,54,44,3,2,5,0
15840,358,20210301,1,5,2,30.0,21138.02,1852.37,14.44,2,24,38,22,1,3,2,0
15841,358,20210401,1,5,2,30.0,19645.78,1389.76,15.89,2,34,68,17,1,1,1,2
15842,358,20210501,1,5,2,30.0,18242.13,2578.93,12.86,3,18,91,8,2,1,4,3
15843,358,20210601,1,5,2,30.0,19344.03,1607.86,3.1,2,14,28,23,4,4,2,2
15844,358,20210701,1,5,2,30.0,19322.85,1577.77,6.72,4,20,69,35,4,3,4,1
15845,358,20210801,1,5,2,30.0,14543.85,1902.2,7.0,5,13,30,17,2,4,3,1
15846,358,20210901,1,5,2,30.0,23236.72,1775.11,17.5,1,22,42,8,1,1,2,3
15847,358,20211001,1,5,2,30.0,9594.38,1065.65,15.79,3,1,14,49,4,1,0,2
15848,358,20211101,1,5,2,30.0,8110.24,631.17,18.51,4,37,25,1,3,2,1,1
15849,358,20211201,1,5,2,30.0,12839.99,1841.21,11.23,0,0,49,39,4,4,3,3
15850,358,20220101,1,5,2,30.0,24388.56,1396.41,2.79,0,32,7,13,3,1,1,3
15851,358,20220201,1,5,2,30.0,19862.06,2688.5,10.05,0,13,16,8,2,4,0,1
15852,358,20220301,1,5,2,30.0,7780.31,458.55,10.65,1,23,92,48,2,1,0,3
15853,358,20220401,1,5,2,30.0,12625.51,1318.41,11.38,4,19,71,3,4,2,5,3
15854,358,20220501,1,5,2,30.0,21911.03,2574.76,15.44,0,37,26,22,3,2,2,1
15855,358,20220601,1,5,2,30.0,22478.06,1187.89,8.48,4,31,15,41,3,3,2,0
15856,358,20220701,1,5,2,30.0,11338.89,945.27,1.22,5,31,93,34,2,2,4,3
15857,358,20220801,1,5,2,30.0,5923.18,620.92,4.54,3,37,20,11,2,4,5,3
15858,358,20220901,1,5,2,30.0,15558.49,1659.52,16.07,3,32,76,45,4,4,1,0
15859,358,20221001,1,5,2,30.0,21088.36,2991.03,5.57,2,25,25,35,2,2,5,0
15860,358,20221101,1,5,2,30.0,21942.92,1702.98,9.42,3,12,53,9,3,2,1,2
15861,358,20221201,1,5,2,30.0,15526.29,2036.03,0.44,0,32,66,10,2,1,3,0
15862,358,20230101,1,5,2,30.0,14888.04,1774.75,14.38,5,18,65,7,2,2,1,0
15863,358,20230201,1,5,2,30.0,17508.12,2580.09,9.22,2,27,20,4,3,2,0,3
15864,358,20230301,1,5,2,30.0,15541.77,1638.04,5.82,1,4,21,45,1,1,4,2
15865,358,20230401,1,5,2,30.0,13846.24,924.67,1.41,1,34,66,34,2,2,2,2
15866,358,20230501,1,5,2,30.0,21430.13,2098.77,12.58,5,0,95,4,2,4,2,1
15867,358,20230601,1,5,2,30.0,22900.34,2830.71,5.8,3,28,89,49,1,3,1,3
15868,358,20230701,1,5,2,30.0,14557.78,818.41,18.67,2,19,8,14,2,2,1,2
15869,358,20230801,1,5,2,30.0,22360.0,2411.97,10.1,2,9,85,9,3,1,3,3
15870,358,20230901,1,5,2,30.0,20402.44,1542.7,13.06,1,31,37,46,2,1,4,2
15871,358,20231001,1,5,2,30.0,8025.97,1075.14,11.28,5,2,56,43,2,1,3,0
15872,358,20231101,1,5,2,30.0,5232.35,612.65,7.02,5,17,71,21,3,3,4,3
15873,358,20231201,1,5,2,30.0,18308.94,1175.78,13.89,5,20,96,44,4,4,1,2
15874,358,20240101,1,5,2,30.0,14358.43,1932.8,11.59,1,32,24,38,2,2,2,1
15875,358,20240201,1,5,2,30.0,15483.54,1248.07,10.54,1,0,1,28,2,4,3,2
15876,358,20240301,1,5,2,30.0,16967.49,2361.33,13.58,3,14,81,5,4,1,2,0
15877,358,20240401,1,5,2,30.0,24137.88,3151.17,17.98,5,37,9,38,4,1,3,0
15878,358,20240501,1,5,2,30.0,15591.5,1420.09,2.21,5,32,42,50,3,3,0,0
15879,358,20240601,1,5,2,30.0,18989.01,2488.77,18.53,4,29,51,42,4,2,5,2
15880,358,20240701,1,5,2,30.0,19110.79,1457.8,5.8,0,16,44,12,1,4,4,1
15881,358,20240801,1,5,2,30.0,9110.86,1111.29,11.23,0,7,39,49,2,2,3,0
15882,358,20240901,1,5,2,30.0,24814.2,3681.32,4.88,2,17,5,11,1,4,1,1
15883,358,20241001,1,5,2,30.0,8986.36,683.16,6.6,0,31,63,37,1,2,3,1
15884,358,20241101,1,5,2,30.0,8182.73,925.34,10.23,3,40,17,4,1,4,5,3
15885,358,20241201,1,5,2,30.0,22770.32,3044.73,3.59,1,18,48,49,4,1,5,3
15886,358,20250101,1,5,2,30.0,23099.07,3070.93,19.53,3,8,5,39,1,3,1,0
15887,358,20250201,1,5,2,30.0,17729.18,1468.1,8.52,4,0,10,45,2,1,5,1
15888,358,20250301,1,5,2,30.0,17069.25,1619.38,0.21,5,8,31,5,1,2,4,2
15889,358,20250401,1,5,2,30.0,15900.16,2173.79,1.42,4,4,75,25,4,3,3,0
15890,358,20250501,1,5,2,30.0,24657.36,1673.57,15.4,0,1,60,31,2,1,1,3
15891,358,20250601,1,5,2,30.0,16182.38,2383.95,7.24,3,30,63,11,1,4,3,3
15892,358,20250701,1,5,2,30.0,11696.43,1220.93,16.3,4,4,84,33,3,2,0,2
15893,358,20250801,1,5,2,30.0,6169.81,667.03,13.88,4,29,33,16,3,4,1,2
15894,358,20250901,1,5,2,30.0,15165.51,912.59,18.12,0,22,62,14,2,3,0,3
15895,358,20251001,1,5,2,30.0,17757.58,1694.48,10.43,1,29,93,8,3,4,4,0
15896,358,20251101,1,5,2,30.0,23730.94,1350.78,17.28,4,1,72,41,4,3,5,0
15897,358,20251201,1,5,2,30.0,6147.17,560.85,10.54,3,6,77,6,1,1,0,3
15898,359,20230101,3,3,3,6.0,19206.7,2356.97,12.18,2,10,46,7,1,2,2,2
15899,359,20230201,3,3,3,6.0,8173.18,809.13,14.67,2,21,17,20,2,1,2,1
15900,359,20230301,3,3,3,6.0,14310.91,870.17,10.3,0,25,21,34,2,1,2,2
15901,359,20230401,3,3,3,6.0,12070.32,1069.16,17.39,3,8,10,21,2,4,1,1
15902,359,20230501,3,3,3,6.0,14196.28,1327.81,1.83,2,38,48,43,3,1,5,1
15903,359,20230601,3,3,3,6.0,13008.94,1240.7,8.46,4,8,24,18,2,2,2,1
15904,359,20230701,3,3,3,6.0,12455.04,1375.32,18.52,3,17,71,23,1,3,5,1
15905,359,20230801,3,3,3,6.0,16240.87,2237.96,11.35,0,12,71,50,3,1,2,1
15906,359,20230901,3,3,3,6.0,24726.56,1550.2,17.99,3,26,46,3,1,4,5,0
15907,359,20231001,3,3,3,6.0,19507.72,1508.58,7.34,4,2,12,31,3,4,1,3
15908,359,20231101,3,3,3,6.0,11318.92,661.53,5.44,0,10,33,13,3,3,4,0
15909,359,20231201,3,3,3,6.0,11613.05,778.24,7.89,5,26,65,25,3,2,5,3
15910,359,20240101,3,3,3,6.0,14875.89,2167.46,19.93,4,6,89,36,3,1,1,0
15911,359,20240201,3,3,3,6.0,15040.25,1773.71,11.36,1,20,14,45,4,4,1,2
15912,359,20240301,3,3,3,6.0,18303.58,2250.85,17.84,0,9,32,14,1,2,2,2
15913,359,20240401,3,3,3,6.0,24475.28,1383.26,8.18,1,26,33,23,1,1,5,0
15914,359,20240501,3,3,3,6.0,19921.77,2725.82,13.54,5,0,40,20,3,3,5,0
15915,359,20240601,3,3,3,6.0,9933.01,1148.34,16.32,0,29,70,19,1,4,1,1
15916,359,20240701,3,3,3,6.0,5283.07,334.19,15.97,0,5,33,43,1,3,0,3
15917,359,20240801,3,3,3,6.0,16372.82,2393.77,4.3,2,1,60,10,1,4,1,2
15918,359,20240901,3,3,3,6.0,24458.33,1776.29,19.41,5,37,57,40,4,2,4,1
15919,359,20241001,3,3,3,6.0,19470.57,2609.95,3.99,1,20,87,35,2,2,3,0
15920,359,20241101,3,3,3,6.0,14004.13,1214.18,8.94,4,40,29,5,1,2,2,2
15921,359,20241201,3,3,3,6.0,19398.44,1524.47,16.95,3,9,45,4,2,1,1,1
15922,359,20250101,3,3,3,6.0,6799.06,850.23,16.79,2,20,54,47,3,2,4,0
15923,359,20250201,3,3,3,6.0,7601.85,1024.25,8.56,1,22,95,39,4,3,3,2
15924,359,20250301,3,3,3,6.0,9486.29,987.05,5.59,2,0,19,42,2,3,2,2
15925,359,20250401,3,3,3,6.0,7129.33,728.83,10.37,4,27,37,8,1,3,5,1
15926,359,20250501,3,3,3,6.0,16571.75,2424.3,1.07,4,17,60,47,3,1,0,2
15927,359,20250601,3,3,3,6.0,16840.57,1011.01,15.41,3,20,90,24,2,3,3,3
15928,359,20250701,3,3,3,6.0,12688.44,975.12,15.78,5,4,54,34,1,1,5,3
15929,359,20250801,3,3,3,6.0,17194.86,2468.27,14.78,5,32,75,12,2,1,3,1
15930,359,20250901,3,3,3,6.0,21425.99,1134.62,8.53,2,21,34,32,3,4,2,2
15931,359,20251001,3,3,3,6.0,8093.21,770.76,6.8,3,11,26,26,3,2,4,2
15932,359,20251101,3,3,3,6.0,8494.83,468.02,6.26,3,28,80,29,3,4,0,0
15933,359,20251201,3,3,3,6.0,18671.4,1815.84,5.74,0,15,91,35,4,1,2,0
15934,360,20250401,2,4,3,43.0,19120.12,1033.41,1.83,5,28,83,18,2,2,1,0
15935,360,20250501,2,4,3,43.0,20079.82,2080.51,10.46,5,21,82,12,4,4,1,1
15936,360,20250601,2,4,3,43.0,21856.07,1867.92,6.2,4,29,80,50,2,2,3,3
15937,360,20250701,2,4,3,43.0,7507.7,660.46,18.63,0,38,37,29,2,4,4,3
15938,360,20250801,2,4,3,43.0,11282.41,1000.62,2.21,2,30,77,50,2,1,1,0
15939,360,20250901,2,4,3,43.0,18279.14,2596.28,0.33,3,2,84,30,2,3,0,1
15940,360,20251001,2,4,3,43.0,17472.11,1103.58,18.56,0,35,81,33,4,2,4,2
15941,360,20251101,2,4,3,43.0,11646.98,967.0,8.53,1,14,36,4,1,2,1,2
15942,360,20251201,2,4,3,43.0,19680.94,2758.0,6.33,1,27,97,6,1,1,0,0
15943,361,20200101,4,1,4,30.0,8366.13,1251.44,2.43,5,13,51,8,2,4,1,1
15944,361,20200201,4,1,4,30.0,17366.89,1032.14,19.03,3,18,75,46,4,1,1,2
15945,361,20200301,4,1,4,30.0,17584.31,1955.6,4.45,5,11,68,38,2,3,3,1
15946,361,20200401,4,1,4,30.0,17252.63,910.32,12.04,4,22,65,1,2,4,0,0
15947,361,20200501,4,1,4,30.0,9452.66,968.25,11.73,4,39,6,22,2,1,3,3
15948,361,20200601,4,1,4,30.0,8399.68,606.86,13.39,2,13,18,41,3,4,5,3
15949,361,20200701,4,1,4,30.0,14888.94,2045.78,3.2,1,17,82,18,4,2,3,1
15950,361,20200801,4,1,4,30.0,11838.13,1589.2,16.69,3,0,65,23,1,3,5,2
15951,361,20200901,4,1,4,30.0,16166.46,2376.67,12.5,2,10,84,13,1,1,3,2
15952,361,20201001,4,1,4,30.0,12003.46,848.24,5.86,0,3,21,32,4,2,2,0
15953,361,20201101,4,1,4,30.0,5689.35,442.06,17.5,3,33,81,43,4,1,1,1
15954,361,20201201,4,1,4,30.0,19682.23,1347.08,16.3,4,30,49,18,3,3,0,1
15955,361,20210101,4,1,4,30.0,24221.84,2915.15,15.61,0,31,40,23,4,2,1,3
15956,361,20210201,4,1,4,30.0,24652.83,2212.21,2.25,1,10,42,13,2,1,3,0
15957,361,20210301,4,1,4,30.0,18303.8,920.53,13.37,3,27,39,5,4,2,3,0
15958,361,20210401,4,1,4,30.0,5105.07,659.59,14.49,0,34,26,2,3,1,2,3
15959,361,20210501,4,1,4,30.0,6524.72,379.84,19.09,0,11,77,48,2,3,1,1
15960,361,20210601,4,1,4,30.0,7225.88,764.9,5.35,2,35,13,32,3,4,5,0
15961,361,20210701,4,1,4,30.0,18145.99,2478.03,9.35,3,15,83,8,2,3,1,2
15962,361,20210801,4,1,4,30.0,15876.65,1329.2,13.56,3,6,46,29,3,2,3,3
15963,361,20210901,4,1,4,30.0,21981.08,2588.22,6.08,4,21,38,5,2,2,5,3
15964,361,20211001,4,1,4,30.0,24293.02,1870.98,7.4,5,20,55,32,4,1,0,3
15965,361,20211101,4,1,4,30.0,18251.12,2549.45,18.13,2,1,38,40,4,3,5,2
15966,361,20211201,4,1,4,30.0,22758.53,3111.2,9.81,0,35,39,26,2,1,0,0
15967,361,20220101,4,1,4,30.0,23649.25,1267.61,3.09,1,23,70,40,3,2,2,2
15968,361,20220201,4,1,4,30.0,15155.24,2176.6,9.8,1,14,18,8,2,1,3,0
15969,361,20220301,4,1,4,30.0,15121.33,1283.04,15.72,3,2,28,9,1,1,2,1
15970,361,20220401,4,1,4,30.0,17611.64,1119.05,7.79,1,27,96,2,3,2,0,1
15971,361,20220501,4,1,4,30.0,18535.68,1851.99,11.74,2,6,10,17,1,3,3,2
15972,361,20220601,4,1,4,30.0,5841.85,627.85,6.55,0,32,84,26,1,3,5,0
15973,361,20220701,4,1,4,30.0,9183.5,497.28,1.94,4,37,87,15,4,4,3,3
15974,361,20220801,4,1,4,30.0,14183.0,1833.0,5.27,1,2,33,50,3,2,3,1
15975,361,20220901,4,1,4,30.0,16251.11,2352.26,1.37,5,3,58,31,3,2,1,2
15976,361,20221001,4,1,4,30.0,12394.17,942.8,18.2,2,31,47,48,4,2,2,0
15977,361,20221101,4,1,4,30.0,24861.44,2815.19,12.14,1,6,8,22,1,3,0,1
15978,361,20221201,4,1,4,30.0,23591.26,2838.02,0.5,3,5,13,38,3,4,2,1
15979,361,20230101,4,1,4,30.0,7514.74,570.48,8.91,2,8,7,31,1,1,4,2
15980,361,20230201,4,1,4,30.0,7973.61,1164.02,3.1,2,13,29,1,2,1,5,0
15981,361,20230301,4,1,4,30.0,20020.74,2039.26,18.97,0,9,2,23,4,3,3,3
15982,361,20230401,4,1,4,30.0,10989.75,1430.41,9.47,2,11,7,25,3,1,5,2
15983,361,20230501,4,1,4,30.0,22229.5,1716.14,5.15,3,36,47,16,3,4,3,1
15984,361,20230601,4,1,4,30.0,20655.73,2389.39,19.57,1,22,35,44,2,4,5,1
15985,361,20230701,4,1,4,30.0,18091.44,1605.71,14.88,5,8,27,37,1,4,5,3
15986,361,20230801,4,1,4,30.0,22381.82,2100.11,18.05,2,36,37,20,1,4,4,1
15987,361,20230901,4,1,4,30.0,12735.97,1788.74,6.73,2,23,90,32,2,2,1,2
15988,361,20231001,4,1,4,30.0,9170.94,1255.48,3.11,1,24,10,10,1,3,1,1
15989,361,20231101,4,1,4,30.0,13158.13,1064.62,17.17,3,1,70,19,3,4,2,0
15990,361,20231201,4,1,4,30.0,9145.78,932.9,17.09,2,17,14,10,1,3,4,0
15991,361,20240101,4,1,4,30.0,14249.73,831.45,2.06,0,5,80,16,4,1,4,2
15992,361,20240201,4,1,4,30.0,6324.44,515.11,0.55,2,17,71,18,2,2,1,3
15993,361,20240301,4,1,4,30.0,12600.75,825.0,1.51,3,23,61,9,4,3,5,0
15994,361,20240401,4,1,4,30.0,23247.77,1479.71,10.87,3,30,17,43,2,2,2,2
15995,361,20240501,4,1,4,30.0,19807.31,2847.69,16.39,1,8,74,4,2,3,0,3
15996,361,20240601,4,1,4,30.0,9966.43,1043.31,8.25,5,0,70,41,2,4,1,1
15997,361,20240701,4,1,4,30.0,18485.44,2050.46,6.15,3,29,28,48,2,3,4,0
15998,361,20240801,4,1,4,30.0,7467.3,766.8,5.42,1,17,18,24,3,4,0,3
15999,361,20240901,4,1,4,30.0,23143.46,2695.12,15.56,1,18,38,23,2,1,4,0
16000,361,20241001,4,1,4,30.0,17501.73,1410.51,6.54,4,6,88,34,2,1,1,0
16001,361,20241101,4,1,4,30.0,13298.31,1901.33,0.77,2,19,38,45,4,4,0,2
16002,361,20241201,4,1,4,30.0,21588.66,1737.15,18.6,5,38,32,27,2,2,0,1
16003,361,20250101,4,1,4,30.0,17323.53,1991.5,7.12,4,18,14,35,3,1,2,0
16004,361,20250201,4,1,4,30.0,14730.76,1133.72,19.97,4,36,80,12,1,2,0,1
16005,361,20250301,4,1,4,30.0,15263.74,1756.24,3.46,1,1,9,42,3,1,5,0
16006,361,20250401,4,1,4,30.0,24630.21,1329.86,18.65,4,16,100,7,4,3,3,3
16007,361,20250501,4,1,4,30.0,16149.44,1456.34,11.06,0,31,73,45,1,1,0,0
16008,361,20250601,4,1,4,30.0,8984.44,1318.42,14.97,4,1,34,16,4,4,2,2
16009,361,20250701,4,1,4,30.0,11996.54,767.4,1.43,0,24,29,13,1,4,1,3
16010,361,20250801,4,1,4,30.0,8023.59,800.79,1.3,1,31,39,28,4,4,5,3
16011,361,20250901,4,1,4,30.0,13177.85,760.61,4.93,3,13,51,40,1,1,1,2
16012,361,20251001,4,1,4,30.0,12404.11,1277.41,4.08,0,4,13,43,1,3,4,1
16013,361,20251101,4,1,4,30.0,12108.8,1518.88,15.45,4,4,86,36,4,4,3,2
16014,361,20251201,4,1,4,30.0,23433.15,2642.61,17.71,4,13,98,45,3,2,1,3
16015,362,20250601,3,5,2,12.0,15633.64,1037.96,1.79,2,38,90,46,4,2,2,1
16016,362,20250701,3,5,2,12.0,13259.1,1339.78,5.04,5,37,76,7,3,4,1,0
16017,362,20250801,3,5,2,12.0,24983.72,2605.58,13.35,5,8,59,10,3,4,3,0
16018,362,20250901,3,5,2,12.0,11701.85,898.24,16.54,2,8,77,7,2,3,5,0
16019,362,20251001,3,5,2,12.0,23499.29,1675.08,18.77,2,2,7,8,3,1,4,3
16020,362,20251101,3,5,2,12.0,18857.17,2400.5,0.28,2,16,49,3,4,3,5,3
16021,362,20251201,3,5,2,12.0,19821.1,2447.23,11.53,0,5,29,49,3,2,0,0
16022,363,20201001,4,1,4,36.0,9519.05,1386.78,13.22,2,13,12,46,2,4,1,3
16023,363,20201101,4,1,4,36.0,20396.89,1328.26,9.55,2,16,60,31,4,3,4,2
16024,363,20201201,4,1,4,36.0,15390.5,1119.41,7.64,3,31,89,24,4,1,4,0
16025,363,20210101,4,1,4,36.0,12208.04,1023.24,9.3,3,6,48,35,1,2,4,1
16026,363,20210201,4,1,4,36.0,23287.74,2288.33,8.73,5,40,7,18,4,4,4,1
16027,363,20210301,4,1,4,36.0,23670.78,3411.81,19.94,2,30,94,25,3,2,2,0
16028,363,20210401,4,1,4,36.0,7258.54,796.34,16.83,2,8,22,37,1,1,2,3
16029,363,20210501,4,1,4,36.0,14819.51,806.04,9.95,1,16,47,44,2,4,3,3
16030,363,20210601,4,1,4,36.0,10040.41,850.09,3.25,2,7,91,34,2,4,1,0
16031,363,20210701,4,1,4,36.0,22483.47,1593.88,10.0,5,3,1,48,4,2,0,2
16032,363,20210801,4,1,4,36.0,24713.14,1326.45,7.17,0,10,65,23,1,3,1,1
16033,363,20210901,4,1,4,36.0,14107.0,2042.55,0.6,1,31,22,7,3,1,2,3
16034,363,20211001,4,1,4,36.0,10823.57,1194.34,19.75,0,11,53,4,4,3,3,0
16035,363,20211101,4,1,4,36.0,23594.22,2482.55,0.32,0,30,24,16,1,3,4,2
